Area,BHK,Bathroom,Furnishing,Locality,Parking,Price,Status,Transaction,Type,Per_Sqft
350.00,1.00,1.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,2000000.00,Ready_to_move,New_Property,Apartment,5714 
980.00,3.00,2.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,7300000.00,Ready_to_move,New_Property,Apartment,7449 
1600.00,4.00,3.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,13000000.00,Ready_to_move,New_Property,Apartment,8125 
1450.00,3.00,3.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,11500000.00,Ready_to_move,New_Property,Apartment,7931 
445.00,2.00,2.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,2800000.00,Ready_to_move,New_Property,Apartment,7931 
380.00,1.00,1.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,2200000.00,Ready_to_move,New_Property,Apartment,5789 
680.00,2.00,2.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,4400000.00,Ready_to_move,New_Property,Apartment,6471 
1600.00,3.00,3.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,13500000.00,Ready_to_move,New_Property,Apartment,8438 
630.00,2.00,2.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,4100000.00,Ready_to_move,New_Property,Apartment,6508 
1500.00,3.00,2.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,12000000.00,Ready_to_move,New_Property,Apartment,8000 
550.00,2.00,2.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,3500000.00,Ready_to_move,New_Property,Apartment,6364 
2500.00,4.00,3.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,15000000.00,Ready_to_move,New_Property,Apartment,6000 
2800.00,5.00,4.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,17500000.00,Ready_to_move,New_Property,Apartment,6250 
300.00,1.00,1.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,1900000.00,Ready_to_move,New_Property,Apartment,6333 
800.00,3.00,2.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,5500000.00,Ready_to_move,New_Property,Apartment,6875 
1295.00,3.00,2.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,10000000.00,Ready_to_move,New_Property,Apartment,6875 
700.00,3.00,2.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,4700000.00,Ready_to_move,New_Property,Apartment,6714 
350.00,1.00,1.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,2400000.00,Ready_to_move,New_Property,Builder_Floor,6714 
450.00,2.00,2.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,3800000.00,Ready_to_move,New_Property,Builder_Floor,6714 
2200.00,4.00,4.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,23000000.00,Ready_to_move,New_Property,Builder_Floor,6714 
2300.00,4.00,4.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,24500000.00,Ready_to_move,New_Property,Builder_Floor,6714 
1150.00,3.00,2.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,10000000.00,Ready_to_move,New_Property,Builder_Floor,6714 
800.00,3.00,2.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,5500000.00,Ready_to_move,New_Property,Builder_Floor,6714 
850.00,3.00,2.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,7000000.00,Ready_to_move,New_Property,Builder_Floor,6714 
720.00,3.00,2.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,6500000.00,Ready_to_move,New_Property,Builder_Floor,6714 
4688.00,5.00,4.00,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.00,135000000.00,Almost_ready,New_Property,Apartment,28797 
750.00,2.00,2.00,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",1.00,5000000.00,Ready_to_move,New_Property,Apartment,6667 
3901.00,4.00,4.00,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.00,93000000.00,Almost_ready,New_Property,Apartment,23840 
950.00,3.00,2.00,Furnished,"Uttam Nagar Floors, Uttam Nagar",1.00,4370000.00,Ready_to_move,New_Property,Apartment,4600 
1000.00,3.00,2.00,Unfurnished,"Virat Residency, Dwarka Mor",1.00,4620000.00,Ready_to_move,New_Property,Apartment,4620 
850.00,2.00,1.00,Semi-Furnished,"Siddhartha Heights, Dwarka Sector 24",1.00,1900000.00,Ready_to_move,New_Property,Apartment,2235 
2400.00,4.00,4.00,Semi-Furnished,"Find Homes, Greater Kailash 2",1.00,70000000.00,Ready_to_move,New_Property,Apartment,2235 
1350.00,3.00,2.00,Unfurnished,"MTNL Employees House Welfare Society, Dwarka Sector 24",1.00,5130000.00,Ready_to_move,New_Property,Apartment,3800 
540.00,2.00,2.00,Semi-Furnished,"Adarsh Homes, Dwarka Mor",1.00,3000000.00,Ready_to_move,New_Property,Apartment,5000 
1387.00,4.00,4.00,Unfurnished,"Delhi Homes Yojana, Dwarka Sector 24",1.00,5890000.00,Ready_to_move,New_Property,Apartment,4247 
540.00,2.00,2.00,Semi-Furnished,"Kushwaha Homes, Uttam Nagar",1.00,3300000.00,Ready_to_move,New_Property,Apartment,6111 
976.00,2.00,2.00,Furnished,"Godrej South Estate, Okhla",1.00,24900000.00,Ready_to_move,New_Property,Apartment,25512 
1050.00,3.00,2.00,Unfurnished,"The Elite Spire, Dwarka Sector 21",1.00,3700000.00,Ready_to_move,New_Property,Apartment,3524 
2700.00,4.00,3.00,Semi-Furnished,"APL Builder Floor, Greater Kailash 1",1.00,60000000.00,Ready_to_move,New_Property,Builder_Floor,22222 
1500.00,3.00,2.00,Unfurnished,"Kunj Vihar Apartment, Dwarka Sector 12",1.00,17400000.00,Ready_to_move,Resale,Apartment,22222 
2900.00,5.00,5.00,Furnished,Janakpuri Block A3,1.00,51000000.00,Almost_ready,New_Property,Builder_Floor,22222 
5025.00,5.00,6.00,Unfurnished,Greater Kailash 2,4.00,170000000.00,Almost_ready,New_Property,Builder_Floor,22222 
1000.00,3.00,2.00,Semi-Furnished,"Partap Homes, Bhagwati Vihar, Uttam Nagar",1.00,5510000.00,Almost_ready,New_Property,Builder_Floor,22222 
1135.00,3.00,3.00,Furnished,"The Amaryllis, Karol Bagh",2.00,25000000.00,Almost_ready,Resale,Apartment,22222 
2306.00,3.00,3.00,Unfurnished,"The Leela Sky Villas, Patel Nagar",1.00,57000000.00,Almost_ready,New_Property,Apartment,24718 
850.00,2.00,2.00,Semi-Furnished,"Diamond Heights Multi Estate, Najafgarh",1.00,2940000.00,Almost_ready,New_Property,Apartment,24718 
1200.00,3.00,3.00,Semi-Furnished,"Ashirwad Apartments, Dwarka Sector 12",1.00,15500000.00,Ready_to_move,Resale,Apartment,24718 
1700.00,3.00,2.00,Semi-Furnished,"Sunny Valley Apartments, Dwarka",1.00,17200000.00,Ready_to_move,Resale,Apartment,24718 
1800.00,4.00,3.00,Semi-Furnished,"Vasant Vihar Builder Floor, Vasant Vihar",2.00,55000000.00,Ready_to_move,Resale,Builder_Floor,30556 
1100.00,2.00,2.00,Semi-Furnished,Vasant Kunj,1.00,15000000.00,Ready_to_move,Resale,Apartment,30556 
22050.00,4.00,4.00,Semi-Furnished,Greater Kailash 1,2.00,51000000.00,Almost_ready,New_Property,Builder_Floor,30556 
1550.00,4.00,3.00,Semi-Furnished,Rohini Sector 24,1.00,13000000.00,Ready_to_move,New_Property,Builder_Floor,30556 
1600.00,3.00,3.00,Semi-Furnished,Greater Kailash 1,1.00,30000000.00,Ready_to_move,New_Property,Builder_Floor,18750 
700.00,2.00,2.00,Semi-Furnished,"Khanpur, Madangir",1.00,2400000.00,Ready_to_move,New_Property,Builder_Floor,18750 
45.00,4.00,3.00,Unfurnished,"Batla House, Okhla",1.00,5500000.00,Ready_to_move,New_Property,Builder_Floor,18750 
3510.00,4.00,4.00,Semi-Furnished,"Friends Colony West, New Friends Colony",2.00,45000000.00,Ready_to_move,Resale,Builder_Floor,
4500.00,4.00,4.00,Semi-Furnished,New Friends Colony,2.00,60000000.00,Ready_to_move,New_Property,Builder_Floor,120000 
1800.00,4.00,4.00,Semi-Furnished,New Friends Colony,2.00,65000000.00,Ready_to_move,New_Property,Builder_Floor,120000 
6000.00,5.00,5.00,Semi-Furnished,"Maharani Bagh, New Friends Colony",9.00,220000000.00,Ready_to_move,New_Property,Builder_Floor,120000 
4300.00,4.00,4.00,Unfurnished,"New Friends Colony carpet area 4300 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Unfurnished facing North - East overlooking Garden/Park, Main Road car parking 2 Covered, 2 Open bathroom 4 balcony 3 ownership Freehold hurry up... dont waste time any where, It is best deal in your pocket budget.well maintained second floor with terrace garden plus 2 additional room on terrace up for sale in new friends colony.the property has 4 king sized bedroom attached bathroom with roof top shower with Jacuzzi. It has 3 big balconies with wonderful outer view. It has modular kitchen with new fittings. It has servant quarter pooja room study room store room etc. It has drawing & dining. It has 2 car parking with gated society. It has 247 hours water supply with full power backup. It is in amazing location. read more Contact Agent View Phone No. Share Feedback Crisil Silver Agent Sagar Home Developers Pvt. Ltd. 1000+ Buyers Served",2.00,60000000.00,Ready_to_move,Resale,Builder_Floor,120000 
1700.00,3.00,3.00,Semi-Furnished,"Friends Colony East, New Friends Colony",2.00,38500000.00,Ready_to_move,New_Property,Builder_Floor,120000 
2500.00,3.00,3.00,Semi-Furnished,"Maharani Bagh, New Friends Colony",2.00,50000000.00,Ready_to_move,Resale,Apartment,120000 
4500.00,4.00,4.00,Semi-Furnished,New Friends Colony,2.00,75000000.00,Ready_to_move,New_Property,Builder_Floor,120000 
2450.00,4.00,4.00,Furnished,"Friends Colony West, New Friends Colony",2.00,70000000.00,Ready_to_move,New_Property,Builder_Floor,120000 
10350.00,4.00,7.00,Semi-Furnished,"Maharani Bagh, New Friends Colony",3.00,160000000.00,Ready_to_move,New_Property,Apartment,15459 
4800.00,3.00,4.00,Semi-Furnished,"Maharani Bagh, New Friends Colony",1.00,85000000.00,Ready_to_move,Resale,Builder_Floor,15459 
1600.00,3.00,3.00,Semi-Furnished,New Friends Colony,2.00,40000000.00,Ready_to_move,Resale,Apartment,15459 
3500.00,4.00,4.00,Unfurnished,New Friends Colony,2.00,90000000.00,Ready_to_move,Resale,Builder_Floor,15459 
2100.00,4.00,5.00,Semi-Furnished,New Friends Colony,2.00,56000000.00,Ready_to_move,New_Property,Builder_Floor,15459 
4200.00,5.00,5.00,Semi-Furnished,"Friends Colony East, New Friends Colony",2.00,135500000.00,Ready_to_move,New_Property,Builder_Floor,15459 
1500.00,3.00,3.00,Semi-Furnished,New Friends Colony,2.00,60000000.00,Ready_to_move,New_Property,Builder_Floor,15459 
8150.00,4.00,5.00,Unfurnished,"Maharani Bagh, New Friends Colony",4.00,170000000.00,Ready_to_move,New_Property,Builder_Floor,15459 
2200.00,4.00,4.00,Semi-Furnished,"Kalindi Colony, Maharani Bagh, New Friends Colony",2.00,50000000.00,Ready_to_move,Resale,Builder_Floor,15459 
3500.00,4.00,5.00,Semi-Furnished,New Friends Colony,2.00,58000000.00,Ready_to_move,New_Property,Builder_Floor,15459 
2070.00,3.00,3.00,Semi-Furnished,"Friends Colony East, New Friends Colony",2.00,37500000.00,Ready_to_move,New_Property,Builder_Floor,15459 
3500.00,3.00,3.00,Unfurnished,"Maharani Bagh, New Friends Colony",1.00,45000000.00,Ready_to_move,Resale,Builder_Floor,15459 
2000.00,4.00,4.00,Semi-Furnished,New Friends Colony,3.00,70000000.00,Ready_to_move,New_Property,Builder_Floor,15459 
2800.00,6.00,4.00,Semi-Furnished,"Taimoor Enclave, New Friends Colony carpet area 2800 sqft status Ready to Move floor 2 out of 3 floors transaction Resale furnishing Semi-Furnished facing East overlooking Garden/Park society Taimoor Enclave car parking 2 Covered, 1 Open bathroom 4 balcony 2 ownership Freehold Two floor of the house is available for sale SECOND AND THIRD FLOOR EXTRA made, provision for LIFT can be provided by the OWNER .DDA FLATS of TAIMOOR ENCLAVE, NEAR GURUDWARA, NEW FRIENDS COLONY, SOUTH DELHI , HOUSE IS ON THE SECOND FLOOR have 3 bed room and 2 wash room and and same on the Third Floor, URGENT SALE, BROKER EXCUSE. read more Contact Agent View Phone No. Share Feedback Agent Delhi Homes 100+ Buyers Served",2.00,29500000.00,Ready_to_move,Resale,Apartment,15459 
2550.00,4.00,4.00,Unfurnished,New Friends Colony,1.00,60000000.00,Ready_to_move,Resale,Builder_Floor,23529 
4500.00,4.00,4.00,Semi-Furnished,New Friends Colony,2.00,70000000.00,Ready_to_move,Resale,Builder_Floor,23529 
1400.00,3.00,3.00,Semi-Furnished,New Friends Colony,2.00,50000000.00,Ready_to_move,New_Property,Builder_Floor,23529 
2800.00,4.00,5.00,Semi-Furnished,New Friends Colony,2.00,75000000.00,Ready_to_move,New_Property,Builder_Floor,23529 
2700.00,4.00,4.00,Semi-Furnished,"New Friends Colony Floors, New Friends Colony",2.00,52500000.00,Ready_to_move,New_Property,Builder_Floor,23529 
4500.00,4.00,4.00,Semi-Furnished,New Friends Colony,2.00,55000000.00,Ready_to_move,Resale,Builder_Floor,23529 
7200.00,4.00,4.00,Semi-Furnished,"Maharani Bagh, New Friends Colony",2.00,120000000.00,Ready_to_move,Resale,Builder_Floor,16667 
2799.00,4.00,4.00,Semi-Furnished,"Kailash Colony, Greater Kailash",,65000000.00,Ready_to_move,New_Property,Builder_Floor,
2650.00,4.00,4.00,Unfurnished,"Kailash Colony, Greater Kailash",2.00,75000000.00,Ready_to_move,New_Property,Builder_Floor,
2200.00,4.00,4.00,Semi-Furnished,"Kailash Colony, Greater Kailash",2.00,47500000.00,Ready_to_move,New_Property,Builder_Floor,
3500.00,5.00,5.00,Semi-Furnished,"Kailash Colony, Greater Kailash",1.00,70000000.00,Ready_to_move,New_Property,Builder_Floor,20000 
2200.00,4.00,4.00,Semi-Furnished,"Kailash Colony, Greater Kailash",2.00,47500000.00,Ready_to_move,New_Property,Builder_Floor,20000 
2200.00,4.00,4.00,Semi-Furnished,"Kailash Colony, Greater Kailash",1.00,40000000.00,Ready_to_move,New_Property,Builder_Floor,20000 
3500.00,4.00,4.00,Semi-Furnished,"Kailash Colony, Greater Kailash",3.00,85000000.00,Ready_to_move,New_Property,Builder_Floor,20000 
1440.00,3.00,3.00,Semi-Furnished,"Kailash Colony, Greater Kailash",3.00,26000000.00,Ready_to_move,New_Property,Builder_Floor,20000 
3150.00,4.00,4.00,Semi-Furnished,"Kailash Colony, Greater Kailash",3.00,35000000.00,Ready_to_move,Resale,Builder_Floor,11111 
900.00,2.00,2.00,Semi-Furnished,"Kailash Colony, Greater Kailash",3.00,20000000.00,Ready_to_move,Resale,Builder_Floor,11111 
3690.00,4.00,5.00,Semi-Furnished,"Kailash Colony, Greater Kailash",3.00,79000000.00,Almost_ready,New_Property,Builder_Floor,21409 
1200.00,3.00,2.00,Semi-Furnished,"Kailash Colony, Greater Kailash",3.00,17000000.00,Ready_to_move,Resale,Builder_Floor,21409 
4500.00,4.00,4.00,Semi-Furnished,"Kailash Colony, Greater Kailash",2.00,47500000.00,Ready_to_move,Resale,Builder_Floor,95000 
2799.00,4.00,4.00,Semi-Furnished,"Kailash Colony, Greater Kailash",2.00,43000000.00,Ready_to_move,New_Property,Builder_Floor,15363 
1350.00,3.00,3.00,Unfurnished,"Kailash Colony, Greater Kailash",1.00,26000000.00,Ready_to_move,New_Property,Builder_Floor,19259 
1200.00,3.00,3.00,Unfurnished,"Kailash Colony, Greater Kailash",1.00,25000000.00,Ready_to_move,New_Property,Builder_Floor,20833 
2177.00,4.00,5.00,Semi-Furnished,"Kailash Colony, Greater Kailash",2.00,51000000.00,Ready_to_move,New_Property,Builder_Floor,20833 
1500.00,3.00,3.00,Semi-Furnished,"Kailash Colony, Greater Kailash",2.00,40000000.00,Ready_to_move,New_Property,Builder_Floor,20833 
1600.00,3.00,3.00,Unfurnished,"Kailash Colony, Greater Kailash",1.00,22500000.00,Ready_to_move,Resale,Builder_Floor,20833 
4500.00,4.00,4.00,Semi-Furnished,"Kailash Colony, Greater Kailash",1.00,70000000.00,Ready_to_move,New_Property,Builder_Floor,20833 
2150.00,4.00,4.00,Unfurnished,"Kailash Colony, Greater Kailash",2.00,45000000.00,Ready_to_move,New_Property,Builder_Floor,20930 
2107.00,4.00,4.00,Semi-Furnished,"Kailash Colony, Greater Kailash",2.00,51100000.00,Ready_to_move,New_Property,Apartment,20930 
1150.00,3.00,3.00,Semi-Furnished,"Kailash Colony, Greater Kailash",1.00,25500000.00,Ready_to_move,New_Property,Builder_Floor,20930 
1240.00,3.00,3.00,Unfurnished,"Kailash Colony, Greater Kailash",2.00,26500000.00,Ready_to_move,New_Property,Builder_Floor,20930 
1000.00,2.00,2.00,Unfurnished,"Kailash Colony, Greater Kailash",1.00,15000000.00,Ready_to_move,Resale,Builder_Floor,20930 
4500.00,4.00,4.00,Semi-Furnished,"Kailash Colony, Greater Kailash",2.00,55000000.00,Ready_to_move,Resale,Builder_Floor,20930 
1150.00,3.00,3.00,Semi-Furnished,"Kailash Colony, Greater Kailash",2.00,26000000.00,Ready_to_move,New_Property,Builder_Floor,20930 
2000.00,4.00,4.00,Semi-Furnished,"Kailash Colony, Greater Kailash",2.00,38000000.00,Ready_to_move,Resale,Builder_Floor,20930 
4500.00,4.00,5.00,Semi-Furnished,"Kailash Colony, Greater Kailash",2.00,72500000.00,Ready_to_move,Resale,Builder_Floor,20930 
3000.00,4.00,5.00,Semi-Furnished,"Kailash Colony, Greater Kailash",4.00,65000000.00,Ready_to_move,New_Property,Builder_Floor,20930 
700.00,2.00,2.00,Unfurnished,"Ram Nagar, Shahdara",,4600000.00,Ready_to_move,New_Property,Builder_Floor,
750.00,2.00,2.00,Semi-Furnished,"Jyoti Nagar West, Shahdara",,9200000.00,Ready_to_move,Resale,Builder_Floor,
1350.00,4.00,3.00,Unfurnished,"Hans Apartments, Vishwas Nagar, Shahdara",2.00,9500000.00,Ready_to_move,Resale,Apartment,
900.00,2.00,2.00,Semi-Furnished,"Naveen Shahdara, Shahdara",1.00,4500000.00,Ready_to_move,Resale,Builder_Floor,
970.00,3.00,2.00,Semi-Furnished,"Balbir Nagar, Shahdara",1.00,6500000.00,Ready_to_move,Resale,Builder_Floor,
1000.00,3.00,2.00,Furnished,"Rohitash Nagar East, Shahdara",1.00,5650000.00,Ready_to_move,Resale,Builder_Floor,
1425.00,3.00,3.00,Semi-Furnished,"Naveen Shahdara, Shahdara",1.00,9300000.00,Ready_to_move,Resale,Builder_Floor,6526 
440.00,2.00,2.00,Unfurnished,Shahdara,1.00,2700000.00,Ready_to_move,Resale,Apartment,6526 
1017.00,2.00,2.00,Furnished,"Vishwas Nagar, Shahdara",1.00,6500000.00,Ready_to_move,New_Property,Builder_Floor,6526 
650.00,2.00,2.00,Semi-Furnished,"DDA RPS Flats, Mansarowar Park, Shahdara",1.00,5800000.00,Ready_to_move,Resale,Apartment,6526 
950.00,3.00,2.00,Semi-Furnished,Shahdara,1.00,5500000.00,Ready_to_move,Resale,Apartment,6526 
810.00,3.00,2.00,Semi-Furnished,"Yamuna Vihar, Shahdara",1.00,6000000.00,Ready_to_move,Resale,Builder_Floor,6526 
750.00,2.00,2.00,Unfurnished,"Balbir Nagar, Shahdara",1.00,4500000.00,Ready_to_move,Resale,Builder_Floor,6526 
990.00,2.00,2.00,Semi-Furnished,Shahdara,2.00,4100000.00,Ready_to_move,Resale,Builder_Floor,6526 
800.00,3.00,2.00,Semi-Furnished,"Ram Nagar, Shahdara",2.00,3800000.00,Ready_to_move,Resale,Builder_Floor,6526 
675.00,2.00,1.00,Unfurnished,Shahdara,1.00,3300000.00,Ready_to_move,Resale,Apartment,6526 
558.00,2.00,1.00,Unfurnished,"Rohtash Nagar, Shahdara",1.00,2900000.00,Ready_to_move,New_Property,Builder_Floor,6526 
445.00,2.00,1.00,Unfurnished,"Ram Nagar Extension, Shahdara",1.00,2000000.00,Ready_to_move,Resale,Builder_Floor,6526 
360.00,2.00,1.00,Unfurnished,"Maujpur, Shahdara",1.00,1550000.00,Ready_to_move,New_Property,Builder_Floor,6526 
1350.00,4.00,3.00,Semi-Furnished,"Mansarowar Park, Shahdara",1.00,11300000.00,Ready_to_move,New_Property,Builder_Floor,6526 
850.00,3.00,2.00,Semi-Furnished,"Gorakh Park West, Shahdara",1.00,4500000.00,Ready_to_move,Resale,Builder_Floor,6526 
846.00,2.00,1.00,Unfurnished,"Shivnam Apartment, Shahdara",1.00,3300000.00,Ready_to_move,New_Property,Apartment,3901 
1300.00,4.00,3.00,Furnished,"Mansarowar Park, Shahdara",1.00,11500000.00,Ready_to_move,New_Property,Builder_Floor,3901 
900.00,3.00,2.00,Semi-Furnished,"Ram Nagar Extension, Shahdara",1.00,6000000.00,Almost_ready,New_Property,Builder_Floor,3901 
1050.00,3.00,2.00,Semi-Furnished,"Hans Apartments, Vishwas Nagar, Shahdara",1.00,9000000.00,Ready_to_move,Resale,Apartment,3901 
850.00,2.00,2.00,Furnished,"Jyoti Colony, Shahdara",1.00,4500000.00,Ready_to_move,Resale,Builder_Floor,3901 
1650.00,4.00,3.00,Furnished,Shahdara,1.00,14000000.00,Almost_ready,New_Property,Apartment,3901 
1150.00,2.00,2.00,Semi-Furnished,"Ahinsha Vatika, Ram Nagar, Shahdara",1.00,7300000.00,Ready_to_move,Resale,Apartment,6347 
495.14,1.00,1.00,Furnished,Shahdara,1.00,1900000.00,Ready_to_move,Resale,Builder_Floor,41304 
1053.00,3.00,2.00,Furnished,"Naveen Shahdara, Shahdara",4.00,7000000.00,Ready_to_move,Resale,Builder_Floor,41304 
810.00,3.00,2.00,Semi-Furnished,"Yamuna Vihar, Shahdara",1.00,6000000.00,Ready_to_move,Resale,Builder_Floor,
750.00,1.00,2.00,Semi-Furnished,"Yamuna Vihar, Shahdara",1.00,6400000.00,Ready_to_move,Resale,Builder_Floor,
540.00,2.00,1.00,Furnished,"Yamuna Vihar, Shahdara",1.00,2700000.00,Ready_to_move,New_Property,Apartment,5000 
747.00,2.00,2.00,Furnished,"Yamuna Vihar, Shahdara",1.00,6500000.00,Ready_to_move,Resale,Builder_Floor,8701 
720.00,2.00,1.00,Unfurnished,"Yamuna Vihar, Shahdara",1.00,4000000.00,Ready_to_move,Resale,Builder_Floor,5556 
376.74,1.00,1.00,Semi-Furnished,"Yamuna Vihar, Shahdara",1.00,3000000.00,Ready_to_move,New_Property,Apartment,85715 
1125.00,2.00,2.00,Unfurnished,"Yamuna Vihar, Shahdara",1.00,5000000.00,Ready_to_move,Resale,Builder_Floor,4444 
713.00,2.00,2.00,Semi-Furnished,"Yamuna Vihar, Shahdara",1.00,6000000.00,Ready_to_move,New_Property,Builder_Floor,4444 
360.00,1.00,1.00,Unfurnished,"Yamuna Vihar, Shahdara",1.00,2500000.00,Ready_to_move,Resale,Builder_Floor,6944 
900.00,2.00,2.00,Semi-Furnished,"Yamuna Vihar, Shahdara",1.00,6500000.00,Ready_to_move,Resale,Apartment,7222 
713.00,3.00,1.00,Unfurnished,"Yamuna Vihar, Shahdara",1.00,8000000.00,Ready_to_move,Resale,Apartment,11220 
504.00,2.00,1.00,Furnished,"Yamuna Vihar, Shahdara",1.00,2700000.00,Ready_to_move,Resale,Builder_Floor,5357 
70.00,1.00,2.00,Unfurnished,"Yamuna Vihar, Shahdara",1.00,4500000.00,Ready_to_move,Resale,Apartment,5357 
850.00,3.00,2.00,Furnished,"Yamuna Vihar, Shahdara",1.00,5700000.00,Ready_to_move,Resale,Builder_Floor,6706 
2430.00,4.00,3.00,Furnished,"Yamuna Vihar, Shahdara",1.00,25000000.00,Ready_to_move,Resale,Builder_Floor,10288 
2475.00,3.00,3.00,Furnished,"Yamuna Vihar, Shahdara",1.00,70000000.00,Ready_to_move,Resale,Builder_Floor,28283 
2970.00,7.00,4.00,Furnished,"Yamuna Vihar, Shahdara",1.00,26500000.00,Ready_to_move,Resale,Builder_Floor,8923 
2250.00,3.00,2.00,Furnished,"Yamuna Vihar, Shahdara",1.00,18500000.00,Ready_to_move,Resale,Builder_Floor,8222 
1500.00,5.00,3.00,Furnished,"Yamuna Vihar, Shahdara",1.00,30000000.00,Ready_to_move,Resale,Builder_Floor,20000 
1512.00,2.00,2.00,Furnished,"Yamuna Vihar, Shahdara",1.00,22000000.00,Ready_to_move,Resale,Builder_Floor,14550 
400.00,2.00,2.00,Furnished,"mind. The space is airy, is well located and can be easily customized as per the needs. Prime facilities are easily accessible from this place with Government Girls Senior Secondary School No 2 (0 km ). Other key neighbourhood are B Block Market (0 km ). read more Contact Owner View Phone No. Share Feedback Owner vinod kumar",1.00,9000000.00,Ready_to_move,Resale,Builder_Floor,14550 
2160.00,3.00,3.00,Furnished,"Yamuna Vihar, Shahdara",1.00,65000000.00,Ready_to_move,Resale,Builder_Floor,30093 
630.00,3.00,2.00,Furnished,"Yamuna Vihar, Shahdara",1.00,22500000.00,Ready_to_move,Resale,Builder_Floor,35714 
324.00,6.00,3.00,Furnished,"Yamuna Vihar, Shahdara",1.00,8700000.00,Ready_to_move,Resale,Builder_Floor,35714 
720.00,6.00,5.00,Furnished,"Yamuna Vihar, Shahdara",1.00,22000000.00,Ready_to_move,Resale,Builder_Floor,35714 
675.00,4.00,2.00,Furnished,"Yamuna Vihar, Shahdara",2.00,18500000.00,Ready_to_move,Resale,Builder_Floor,35714 
700.00,2.00,1.00,Furnished,"Yamuna Vihar, Shahdara",2.00,16000000.00,Ready_to_move,New_Property,Builder_Floor,22857 
675.00,4.00,3.00,Furnished,"Yamuna Vihar, Shahdara",2.00,16000000.00,Ready_to_move,Resale,Builder_Floor,22857 
720.00,4.00,2.00,Furnished,"Yamuna Vihar, Shahdara",2.00,9000000.00,Ready_to_move,Resale,Builder_Floor,12500 
850.00,2.00,2.00,Furnished,"Jyoti Colony, Shahdara",1.00,4500000.00,Ready_to_move,Resale,Builder_Floor,12500 
801.00,3.00,2.00,Semi-Furnished,Laxmi Nagar,1.00,6000000.00,Ready_to_move,New_Property,Builder_Floor,
450.00,1.00,2.00,Unfurnished,Laxmi Nagar,1.00,2700000.00,Ready_to_move,Resale,Builder_Floor,
1000.00,3.00,2.00,Unfurnished,Laxmi Nagar,1.00,6500000.00,Ready_to_move,Resale,Apartment,
990.00,3.00,2.00,Unfurnished,Laxmi Nagar,1.00,4000000.00,Ready_to_move,Resale,Apartment,4040 
420.00,2.00,1.00,Semi-Furnished,Laxmi Nagar,1.00,2600000.00,Ready_to_move,New_Property,Builder_Floor,4040 
450.00,2.00,1.00,Semi-Furnished,Laxmi Nagar,1.00,3500000.00,Ready_to_move,Resale,Builder_Floor,7778 
1000.00,2.00,2.00,Unfurnished,Laxmi Nagar,1.00,7500000.00,Ready_to_move,Resale,Apartment,7778 
900.00,3.00,2.00,Semi-Furnished,Laxmi Nagar,1.00,7000000.00,Ready_to_move,Resale,Builder_Floor,7778 
800.00,3.00,2.00,Semi-Furnished,Laxmi Nagar,1.00,4500000.00,Ready_to_move,New_Property,Builder_Floor,7778 
720.00,3.00,3.00,Semi-Furnished,Laxmi Nagar,2.00,5500000.00,Ready_to_move,Resale,Builder_Floor,7778 
450.00,2.00,1.00,Semi-Furnished,Laxmi Nagar,2.00,2700000.00,Ready_to_move,New_Property,Builder_Floor,7778 
675.00,2.00,2.00,Furnished,Laxmi Nagar,2.00,2400000.00,Ready_to_move,Resale,Builder_Floor,32000 
1700.00,4.00,3.00,Unfurnished,Laxmi Nagar,2.00,11500000.00,Ready_to_move,New_Property,Builder_Floor,32000 
